Time,VoltageFL,VoltageFR,VoltageBL,VoltageBR
558,-1.09077,-2.56615,-2.56615,-1.09077
559,-1.07201,-2.57183,-2.57183,-1.07201
560,-1.0539,-2.57734,-2.57734,-1.0539
561,-1.03643,-2.58267,-2.58267,-1.03643
562,-1.01957,-2.58783,-2.58783,-1.01957
563,-1.0033,-2.59281,-2.59281,-1.0033
564,-0.987615,-2.59763,-2.59763,-0.987615
565,-0.972488,-2.60227,-2.60227,-0.972488
566,-0.946096,-2.60674,-2.60674,-0.946096
567,-0.904319,-2.61281,-2.61281,-0.904319
568,-0.843792,-2.62194,-2.62194,-0.843792
569,-0.758581,-2.63528,-2.63528,-0.758581
570,-0.640557,-2.65401,-2.65401,-0.640557
571,-0.479089,-2.6793,-2.6793,-0.479089
572,-0.260681,-2.71166,-2.71166,-0.260681
573,0.0312143,-2.75001,-2.75001,0.0312143
574,0.416308,-2.79061,-2.79061,0.416308
575,0.918226,-2.82764,-2.82764,0.918226
576,1.56666,-2.85612,-2.85612,1.56666
577,2.36064,-2.87463,-2.87463,2.36064
578,2.73073,-2.88505,-2.88505,2.73073
579,2.88466,-2.89027,-2.89027,2.88466
580,2.92912,-2.89279,-2.89279,2.92912
581,2.91866,-2.89393,-2.89393,2.91866
582,2.88115,-2.89439,-2.89439,2.88115
583,2.83078,-2.89449,-2.89449,2.83078
584,2.77481,-2.89442,-2.89442,2.77481
585,2.7169,-2.89427,-2.89427,2.7169
586,2.65889,-2.89406,-2.89406,2.65889
587,2.60171,-2.89383,-2.89383,2.60171
588,2.5458,-2.89358,-2.89358,2.5458
589,2.49136,-2.89333,-2.89333,2.49136
590,2.43845,-2.89307,-2.89307,2.43845
591,2.38711,-2.8928,-2.8928,2.38711
592,2.3373,-2.89252,-2.89252,2.3373
593,2.28901,-2.89225,-2.89225,2.28901
594,2.24218,-2.89196,-2.89196,2.24218
595,2.19679,-2.89167,-2.89167,2.19679
596,2.15278,-2.89138,-2.89138,2.15278
597,2.11012,-2.89108,-2.89108,2.11012
598,2.06877,-2.89078,-2.89078,2.06877
599,2.02868,-2.89047,-2.89047,2.02868
600,1.98982,-2.89016,-2.89016,1.98982
601,1.95215,-2.88984,-2.88984,1.95215
602,1.91562,-2.88952,-2.88952,1.91562
603,1.88022,-2.88919,-2.88919,1.88022
604,1.84589,-2.88886,-2.88886,1.84589
605,1.81262,-2.88852,-2.88852,1.81262
606,1.78036,-2.88818,-2.88818,1.78036
607,1.74908,-2.88783,-2.88783,1.74908
608,1.71876,-2.88748,-2.88748,1.71876
609,1.68937,-2.88713,-2.88713,1.68937
610,1.66087,-2.88676,-2.88676,1.66087
611,1.63324,-2.8864,-2.8864,1.63324
612,1.60645,-2.88603,-2.88603,1.60645
613,1.58048,-2.88566,-2.88566,1.58048
614,1.5553,-2.88528,-2.88528,1.5553
615,1.53089,-2.8849,-2.8849,1.53089
616,1.50722,-2.88452,-2.88452,1.50722
617,1.48427,-2.88414,-2.88414,1.48427
618,1.46202,-2.88375,-2.88375,1.46202
619,1.44044,-2.88336,-2.88336,1.44044
620,1.41952,-2.88296,-2.88296,1.41952
621,1.39924,-2.88257,-2.88257,1.39924
622,1.37957,-2.88217,-2.88217,1.37957
623,1.3605,-2.88177,-2.88177,1.3605
624,1.34201,-2.88137,-2.88137,1.34201
625,1.32409,-2.88097,-2.88097,1.32409
626,1.3067,-2.88057,-2.88057,1.3067
627,1.28984,-2.88017,-2.88017,1.28984
628,1.2735,-2.87976,-2.87976,1.2735
629,1.25765,-2.87936,-2.87936,1.25765
630,1.24228,-2.87895,-2.87895,1.24228
631,1.22737,-2.87855,-2.87855,1.22737
632,1.21292,-2.87815,-2.87815,1.21292
633,1.1989,-2.87774,-2.87774,1.1989
634,1.18531,-2.87734,-2.87734,1.18531
635,1.17213,-2.87694,-2.87694,1.17213
636,1.15935,-2.87653,-2.87653,1.15935
637,1.14695,-2.87613,-2.87613,1.14695
638,1.13493,-2.87573,-2.87573,1.13493
639,1.12328,-2.87534,-2.87534,1.12328
640,1.11197,-2.87494,-2.87494,1.11197
641,1.10101,-2.87455,-2.87455,1.10101
642,1.09037,-2.87415,-2.87415,1.09037
643,1.08006,-2.87376,-2.87376,1.08006
644,1.07006,-2.87337,-2.87337,1.07006
645,1.06035,-2.87298,-2.87298,1.06035
646,1.05094,-2.8726,-2.8726,1.05094
647,1.04182,-2.87222,-2.87222,1.04182
648,1.03297,-2.87184,-2.87184,1.03297
649,1.02438,-2.87146,-2.87146,1.02438
650,1.01605,-2.87108,-2.87108,1.01605
651,1.00797,-2.87071,-2.87071,1.00797
652,1.00014,-2.87034,-2.87034,1.00014
653,0.992534,-2.86997,-2.86997,0.992534
654,0.985159,-2.8696,-2.8696,0.985159
655,0.970774,-2.86924,-2.86924,0.970774
656,0.949255,-2.8688,-2.8688,0.949255
657,0.919109,-2.86823,-2.86823,0.919109
658,0.877979,-2.86749,-2.86749,0.877979
659,0.822746,-2.86649,-2.86649,0.822746
660,0.749378,-2.86512,-2.86512,0.749378
661,0.652667,-2.86316,-2.86316,0.652667
662,0.525853,-2.86029,-2.86029,0.525853
663,0.360104,-2.85584,-2.85584,0.360104
664,0.143733,-2.84856,-2.84856,0.143733
665,-0.139082,-2.83575,-2.83575,-0.139082
666,-0.510567,-2.8115,-2.8115,-0.510567
667,-1.00342,-2.76302,-2.76302,-1.00342
668,-1.66486,-2.6705,-2.6705,-1.66486
669,-2.41061,-2.53828,-2.53828,-2.41061
670,-2.77893,-2.4277,-2.4277,-2.77893
671,-2.93654,-2.36538,-2.36538,-2.93654
672,-2.98331,-2.33301,-2.33301,-2.98331
673,-2.9728,-2.31684,-2.31684,-2.9728
674,-2.93325,-2.30915,-2.30915,-2.93325
675,-2.87944,-2.30589,-2.30589,-2.87944
676,-2.81911,-2.30499,-2.30499,-2.81911
677,-2.75628,-2.30539,-2.30539,-2.75628
678,-2.69304,-2.30656,-2.30656,-2.69304
679,-2.63046,-2.30824,-2.30824,-2.63046
680,-2.56906,-2.31029,-2.31029,-2.56906
681,-2.50908,-2.31265,-2.31265,-2.50908
682,-2.45064,-2.31528,-2.31528,-2.45064
683,-2.39376,-2.31817,-2.31817,-2.39376
684,-2.33843,-2.32131,-2.32131,-2.33843
685,-2.28461,-2.32471,-2.32471,-2.28461
686,-2.23228,-2.32836,-2.32836,-2.23228
687,-2.18139,-2.33227,-2.33227,-2.18139
688,-2.13189,-2.33644,-2.33644,-2.13189
689,-2.08374,-2.34085,-2.34085,-2.08374
690,-2.03691,-2.34552,-2.34552,-2.03691
691,-1.99135,-2.35044,-2.35044,-1.99135
692,-1.94703,-2.35559,-2.35559,-1.94703
693,-1.90391,-2.36098,-2.36098,-1.90391
694,-1.86197,-2.36659,-2.36659,-1.86197
695,-1.82116,-2.37241,-2.37241,-1.82116
696,-1.78146,-2.37842,-2.37842,-1.78146
697,-1.74285,-2.38463,-2.38463,-1.74285
698,-1.7053,-2.391,-2.391,-1.7053
699,-1.66878,-2.39752,-2.39752,-1.66878
700,-1.63328,-2.40417,-2.40417,-1.63328
701,-1.59877,-2.41094,-2.41094,-1.59877
702,-1.56524,-2.4178,-2.4178,-1.56524
703,-1.53266,-2.42473,-2.42473,-1.53266
704,-1.50102,-2.43172,-2.43172,-1.50102
705,-1.4703,-2.43875,-2.43875,-1.4703
706,-1.44048,-2.44579,-2.44579,-1.44048
707,-1.41155,-2.45282,-2.45282,-1.41155
708,-1.38349,-2.45983,-2.45983,-1.38349
709,-1.35629,-2.4668,-2.4668,-1.35629
710,-1.32993,-2.47372,-2.47372,-1.32993
711,-1.30438,-2.48055,-2.48055,-1.30438
712,-1.27965,-2.4873,-2.4873,-1.27965
713,-1.2557,-2.49395,-2.49395,-1.2557
714,-1.23253,-2.50048,-2.50048,-1.23253
715,-1.21011,-2.50689,-2.50689,-1.21011
716,-1.18843,-2.51316,-2.51316,-1.18843
717,-1.16747,-2.51929,-2.51929,-1.16747
718,-1.14722,-2.52527,-2.52527,-1.14722
719,-1.12765,-2.53109,-2.53109,-1.12765
720,-1.10875,-2.53676,-2.53676,-1.10875
721,-1.0905,-2.54227,-2.54227,-1.0905
722,-1.07288,-2.54761,-2.54761,-1.07288
723,-1.05588,-2.55278,-2.55278,-1.05588
724,-1.03947,-2.55779,-2.55779,-1.03947
725,-1.02364,-2.56263,-2.56263,-1.02364
726,-1.00837,-2.56731,-2.56731,-1.00837
727,-0.993637,-2.57183,-2.57183,-0.993637
728,-0.979435,-2.57619,-2.57619,-0.979435
729,-0.959922,-2.58038,-2.58038,-0.959922
730,-0.926304,-2.5853,-2.5853,-0.926304
731,-0.876717,-2.59267,-2.59267,-0.876717
732,-0.806366,-2.60357,-2.60357,-0.806366
733,-0.708418,-2.61912,-2.61912,-0.708418
734,-0.573805,-2.64052,-2.64052,-0.573805
735,-0.390833,-2.6687,-2.6687,-0.390833
736,-0.14487,-2.70364,-2.70364,-0.14487
737,0.181777,-2.74323,-2.74323,0.181777
738,0.610127,-2.78272,-2.78272,0.610127
739,1.16581,-2.81633,-2.81633,1.16581
740,1.88171,-2.84041,-2.84041,1.88171
741,2.5023,-2.85512,-2.85512,2.5023
742,2.78354,-2.86295,-2.86295,2.78354
743,2.89217,-2.86682,-2.86682,2.89217
744,2.9136,-2.86866,-2.86866,2.9136
745,2.89151,-2.86947,-2.86947,2.89151
746,2.84817,-2.86976,-2.86976,2.84817
747,2.79496,-2.86979,-2.86979,2.79496
748,2.73766,-2.86969,-2.86969,2.73766
749,2.67919,-2.86952,-2.86952,2.67919
750,2.62101,-2.86931,-2.86931,2.62101
751,2.56386,-2.86908,-2.86908,2.56386
752,2.50807,-2.86885,-2.86885,2.50807
753,2.4538,-2.8686,-2.8686,2.4538
754,2.40108,-2.86834,-2.86834,2.40108
755,2.34993,-2.86808,-2.86808,2.34993
756,2.30033,-2.86782,-2.86782,2.30033
757,2.25223,-2.86755,-2.86755,2.25223
758,2.20559,-2.86727,-2.86727,2.20559
759,2.16038,-2.86699,-2.86699,2.16038
760,2.11656,-2.8667,-2.8667,2.11656
761,2.07408,-2.86641,-2.86641,2.07408
762,2.03289,-2.86611,-2.86611,2.03289
763,1.99297,-2.86581,-2.86581,1.99297
764,1.95427,-2.86551,-2.86551,1.95427
765,1.91675,-2.86519,-2.86519,1.91675
766,1.88038,-2.86487,-2.86487,1.88038
767,1.84512,-2.86455,-2.86455,1.84512
768,1.81094,-2.86422,-2.86422,1.81094
769,1.7778,-2.86389,-2.86389,1.7778
770,1.74567,-2.86355,-2.86355,1.74567
771,1.71453,-2.86321,-2.86321,1.71453
772,1.68433,-2.86286,-2.86286,1.68433
773,1.65506,-2.8625,-2.8625,1.65506
774,1.62668,-2.86215,-2.86215,1.62668
775,1.59916,-2.86178,-2.86178,1.59916
776,1.57248,-2.86142,-2.86142,1.57248
777,1.54662,-2.86105,-2.86105,1.54662
778,1.52154,-2.86067,-2.86067,1.52154
779,1.49723,-2.86029,-2.86029,1.49723
780,1.47366,-2.85991,-2.85991,1.47366
781,1.4508,-2.85953,-2.85953,1.4508
782,1.42864,-2.85914,-2.85914,1.42864
783,1.40716,-2.85875,-2.85875,1.40716
784,1.38633,-2.85836,-2.85836,1.38633
785,1.36613,-2.85796,-2.85796,1.36613
786,1.34654,-2.85757,-2.85757,1.34654
787,1.32755,-2.85717,-2.85717,1.32755
788,1.30914,-2.85677,-2.85677,1.30914
789,1.29129,-2.85637,-2.85637,1.29129
790,1.27398,-2.85597,-2.85597,1.27398
791,1.25719,-2.85556,-2.85556,1.25719
792,1.24091,-2.85516,-2.85516,1.24091
793,1.22513,-2.85476,-2.85476,1.22513
794,1.20982,-2.85435,-2.85435,1.20982
795,1.19498,-2.85395,-2.85395,1.19498
796,1.18059,-2.85354,-2.85354,1.18059
797,1.16664,-2.85314,-2.85314,1.16664
798,1.1531,-2.85274,-2.85274,1.1531
799,1.13998,-2.85234,-2.85234,1.13998
800,1.12725,-2.85193,-2.85193,1.12725
801,1.11491,-2.85153,-2.85153,1.11491
802,1.10294,-2.85114,-2.85114,1.10294
803,1.09134,-2.85074,-2.85074,1.09134
804,1.08008,-2.85034,-2.85034,1.08008
805,1.06916,-2.84995,-2.84995,1.06916
806,1.05858,-2.84956,-2.84956,1.05858
807,1.04831,-2.84917,-2.84917,1.04831
808,1.03835,-2.84878,-2.84878,1.03835
809,1.0287,-2.84839,-2.84839,1.0287
810,1.01933,-2.84801,-2.84801,1.01933
811,1.01024,-2.84763,-2.84763,1.01024
812,1.00143,-2.84725,-2.84725,1.00143
813,0.992886,-2.84688,-2.84688,0.992886
814,0.984597,-2.8465,-2.8465,0.984597
815,0.969708,-2.84613,-2.84613,0.969708
816,0.946794,-2.84569,-2.84569,0.946794
817,0.914486,-2.84511,-2.84511,0.914486
818,0.870279,-2.84433,-2.84433,0.870279
819,0.810805,-2.84328,-2.84328,0.810805
820,0.731697,-2.84181,-2.84181,0.731697
821,0.627305,-2.83969,-2.83969,0.627305
822,0.490289,-2.83651,-2.83651,0.490289
823,0.311033,-2.83151,-2.83151,0.311033
824,0.0767462,-2.82312,-2.82312,0.0767462
825,-0.230027,-2.80801,-2.80801,-0.230027
826,-0.634143,-2.77872,-2.77872,-0.634143
827,-1.17249,-2.71973,-2.71973,-1.17249
828,-1.8961,-2.61249,-2.61249,-1.8961
829,-2.53552,-2.47835,-2.47835,-2.53552
830,-2.84207,-2.38336,-2.38336,-2.84207
831,-2.96713,-2.33136,-2.33136,-2.96713
832,-2.99725,-2.30465,-2.30465,-2.99725
833,-2.97849,-2.29145,-2.29145,-2.97849
834,-2.93508,-2.2853,-2.2853,-2.93508
835,-2.8797,-2.28283,-2.28283,-2.8797
836,-2.81899,-2.28233,-2.28233,-2.81899
837,-2.75641,-2.28294,-2.28294,-2.75641
838,-2.69372,-2.28422,-2.28422,-2.69372
839,-2.63184,-2.28594,-2.28594,-2.63184
840,-2.5712,-2.288,-2.288,-2.5712
841,-2.51202,-2.29034,-2.29034,-2.51202
842,-2.45438,-2.29294,-2.29294,-2.45438
843,-2.39828,-2.29579,-2.29579,-2.39828
844,-2.34373,-2.29888,-2.29888,-2.34373
845,-2.29068,-2.30221,-2.30221,-2.29068
846,-2.23909,-2.30579,-2.30579,-2.23909
847,-2.18893,-2.30961,-2.30961,-2.18893
848,-2.14014,-2.31367,-2.31367,-2.14014
849,-2.0927,-2.31798,-2.31798,-2.0927
850,-2.04655,-2.32252,-2.32252,-2.04655
851,-2.00166,-2.3273,-2.3273,-2.00166
852,-1.95799,-2.33231,-2.33231,-1.95799
853,-1.91552,-2.33754,-2.33754,-1.91552
854,-1.8742,-2.34298,-2.34298,-1.8742
855,-1.834,-2.34862,-2.34862,-1.834
856,-1.79491,-2.35445,-2.35445,-1.79491
857,-1.75688,-2.36046,-2.36046,-1.75688
858,-1.7199,-2.36662,-2.36662,-1.7199
859,-1.68394,-2.37293,-2.37293,-1.68394
860,-1.64899,-2.37937,-2.37937,-1.64899
861,-1.61501,-2.38592,-2.38592,-1.61501
862,-1.582,-2.39256,-2.39256,-1.582
863,-1.54992,-2.39927,-2.39927,-1.54992
864,-1.51877,-2.40603,-2.40603,-1.51877
865,-1.48853,-2.41283,-2.41283,-1.48853
866,-1.45917,-2.41964,-2.41964,-1.45917
867,-1.43069,-2.42646,-2.42646,-1.43069
868,-1.40306,-2.43325,-2.43325,-1.40306
869,-1.37627,-2.44001,-2.44001,-1.37627
870,-1.3503,-2.44672,-2.44672,-1.3503
871,-1.32514,-2.45335,-2.45335,-1.32514
872,-1.30078,-2.45991,-2.45991,-1.30078
873,-1.27718,-2.46637,-2.46637,-1.27718
874,-1.25435,-2.47273,-2.47273,-1.25435
875,-1.23225,-2.47897,-2.47897,-1.23225
876,-1.21088,-2.48509,-2.48509,-1.21088
877,-1.19022,-2.49107,-2.49107,-1.19022
878,-1.17024,-2.49692,-2.49692,-1.17024
879,-1.15094,-2.50262,-2.50262,-1.15094
880,-1.1323,-2.50817,-2.50817,-1.1323
881,-1.11429,-2.51356,-2.51356,-1.11429
882,-1.0969,-2.5188,-2.5188,-1.0969
883,-1.08011,-2.52388,-2.52388,-1.08011
884,-1.06391,-2.52881,-2.52881,-1.06391
885,-1.04828,-2.53358,-2.53358,-1.04828
886,-1.0332,-2.53819,-2.53819,-1.0332
887,-1.01865,-2.54264,-2.54264,-1.01865
888,-1.00462,-2.54695,-2.54695,-1.00462
889,-0.991085,-2.5511,-2.5511,-0.991085
890,-0.978037,-2.5551,-2.5551,-0.978037
891,-0.957043,-2.55895,-2.55895,-0.957043
892,-0.922892,-2.56393,-2.56393,-0.922892
893,-0.873113,-2.5714,-2.5714,-0.873113
894,-0.802835,-2.58238,-2.58238,-0.802835
895,-0.705273,-2.59795,-2.59795,-0.705273
896,-0.571464,-2.61928,-2.61928,-0.571464
897,-0.389849,-2.64728,-2.64728,-0.389849
898,-0.145964,-2.68194,-2.68194,-0.145964
899,0.17769,-2.72119,-2.72119,0.17769
900,0.601918,-2.76041,-2.76041,0.601918
901,1.15208,-2.79387,-2.79387,1.15208
902,1.86068,-2.81795,-2.81795,1.86068
903,2.48688,-2.83274,-2.83274,2.48688
904,2.77073,-2.84063,-2.84063,2.77073
905,2.88042,-2.84454,-2.84454,2.88042
906,2.90213,-2.8464,-2.8464,2.90213
907,2.87992,-2.84723,-2.84723,2.87992
908,2.83628,-2.84754,-2.84754,2.83628
909,2.78267,-2.84758,-2.84758,2.78267
910,2.72492,-2.84749,-2.84749,2.72492
911,2.666,-2.84733,-2.84733,2.666
912,2.60737,-2.84713,-2.84713,2.60737
913,2.54977,-2.84692,-2.84692,2.54977
914,2.49355,-2.84669,-2.84669,2.49355
915,2.43885,-2.84645,-2.84645,2.43885
916,2.38572,-2.8462,-2.8462,2.38572
917,2.33418,-2.84595,-2.84595,2.33418
918,2.28418,-2.84569,-2.84569,2.28418
919,2.23571,-2.84543,-2.84543,2.23571
920,2.18871,-2.84516,-2.84516,2.18871
921,2.14315,-2.84489,-2.84489,2.14315
922,2.09899,-2.84461,-2.84461,2.09899
923,2.05617,-2.84433,-2.84433,2.05617
924,2.01467,-2.84404,-2.84404,2.01467
925,1.97443,-2.84374,-2.84374,1.97443
926,1.93543,-2.84344,-2.84344,1.93543
927,1.89762,-2.84313,-2.84313,1.89762
928,1.86097,-2.84282,-2.84282,1.86097
929,1.82543,-2.8425,-2.8425,1.82543
930,1.79099,-2.84218,-2.84218,1.79099
931,1.75759,-2.84185,-2.84185,1.75759
932,1.72522,-2.84151,-2.84151,1.72522
933,1.69383,-2.84117,-2.84117,1.69383
934,1.6634,-2.84083,-2.84083,1.6634
935,1.6339,-2.84048,-2.84048,1.6339
936,1.6053,-2.84012,-2.84012,1.6053
937,1.57757,-2.83977,-2.83977,1.57757
938,1.55069,-2.8394,-2.8394,1.55069
939,1.52463,-2.83903,-2.83903,1.52463
940,1.49936,-2.83866,-2.83866,1.49936
941,1.47486,-2.83828,-2.83828,1.47486
942,1.4511,-2.8379,-2.8379,1.4511
943,1.42807,-2.83752,-2.83752,1.42807
944,1.40574,-2.83714,-2.83714,1.40574
945,1.38409,-2.83675,-2.83675,1.38409
946,1.3631,-2.83635,-2.83635,1.3631
947,1.34275,-2.83596,-2.83596,1.34275
948,1.32301,-2.83556,-2.83556,1.32301
949,1.30388,-2.83516,-2.83516,1.30388
950,1.28532,-2.83476,-2.83476,1.28532
951,1.26733,-2.83436,-2.83436,1.26733
952,1.24989,-2.83396,-2.83396,1.24989
953,1.23298,-2.83356,-2.83356,1.23298
954,1.21658,-2.83315,-2.83315,1.21658
955,1.20067,-2.83275,-2.83275,1.20067
956,1.18525,-2.83234,-2.83234,1.18525
957,1.1703,-2.83194,-2.83194,1.1703
958,1.1558,-2.83153,-2.83153,1.1558
959,1.14174,-2.83113,-2.83113,1.14174
960,1.1281,-2.83073,-2.83073,1.1281
961,1.11488,-2.83032,-2.83032,1.11488
962,1.10206,-2.82992,-2.82992,1.10206
963,1.08963,-2.82952,-2.82952,1.08963
964,1.07757,-2.82912,-2.82912,1.07757
965,1.06588,-2.82872,-2.82872,1.06588
966,1.05454,-2.82833,-2.82833,1.05454
967,1.04354,-2.82793,-2.82793,1.04354
968,1.03288,-2.82754,-2.82754,1.03288
969,1.02254,-2.82715,-2.82715,1.02254
970,1.01251,-2.82676,-2.82676,1.01251
971,1.00278,-2.82638,-2.82638,1.00278
972,0.993347,-2.82599,-2.82599,0.993347
973,0.984197,-2.82561,-2.82561,0.984197
974,0.968964,-2.82523,-2.82523,0.968964
975,0.944868,-2.82479,-2.82479,0.944868
976,0.910688,-2.8242,-2.8242,0.910688
977,0.863793,-2.8234,-2.8234,0.863793
978,0.800596,-2.8223,-2.8223,0.800596
979,0.716432,-2.82074,-2.82074,0.716432
980,0.605258,-2.81847,-2.81847,0.605258
981,0.459213,-2.81501,-2.81501,0.459213
982,0.267972,-2.80947,-2.80947,0.267972
983,0.0177446,-2.80002,-2.80002,0.0177446
984,-0.310447,-2.78263,-2.78263,-0.310447
985,-0.743937,-2.7483,-2.7483,-0.743937
986,-1.32337,-2.67928,-2.67928,-1.32337
987,-2.10195,-2.56086,-2.56086,-2.10195
988,-2.64476,-2.42959,-2.42959,-2.64476
989,-2.89729,-2.34668,-2.34668,-2.89729
990,-2.99416,-2.3024,-2.3024,-2.99416
991,-3.00993,-2.27992,-2.27992,-3.00993
992,-2.98409,-2.26895,-2.26895,-2.98409
993,-2.9374,-2.26395,-2.26395,-2.9374
994,-2.88072,-2.26208,-2.26208,-2.88072
995,-2.81973,-2.2619,-2.2619,-2.81973
996,-2.75739,-2.26266,-2.26266,-2.75739
997,-2.69522,-2.26401,-2.26401,-2.69522
998,-2.63398,-2.26576,-2.26576,-2.63398
999,-2.57405,-2.26782,-2.26782,-2.57405
1000,-2.51559,-2.27014,-2.27014,-2.51559
1001,-2.45867,-2.27271,-2.27271,-2.45867
1002,-2.4033,-2.27551,-2.27551,-2.4033
1003,-2.34945,-2.27855,-2.27855,-2.34945
1004,-2.29709,-2.28182,-2.28182,-2.29709
1005,-2.24618,-2.28532,-2.28532,-2.24618
1006,-2.19668,-2.28905,-2.28905,-2.19668
1007,-2.14855,-2.29302,-2.29302,-2.14855
1008,-2.10174,-2.29722,-2.29722,-2.10174
1009,-2.05621,-2.30165,-2.30165,-2.05621
1010,-2.01193,-2.3063,-2.3063,-2.01193
1011,-1.96885,-2.31118,-2.31118,-1.96885
1012,-1.92696,-2.31626,-2.31626,-1.92696
1013,-1.88621,-2.32154,-2.32154,-1.88621
1014,-1.84657,-2.32702,-2.32702,-1.84657
1015,-1.80802,-2.33268,-2.33268,-1.80802
1016,-1.77052,-2.3385,-2.3385,-1.77052
1017,-1.73407,-2.34448,-2.34448,-1.73407
1018,-1.69862,-2.35059,-2.35059,-1.69862
1019,-1.66416,-2.35683,-2.35683,-1.66416
1020,-1.63067,-2.36317,-2.36317,-1.63067
1021,-1.59812,-2.3696,-2.3696,-1.59812
1022,-1.56651,-2.3761,-2.3761,-1.56651
1023,-1.5358,-2.38266,-2.38266,-1.5358
1024,-1.50598,-2.38925,-2.38925,-1.50598
1025,-1.47705,-2.39586,-2.39586,-1.47705
1026,-1.44897,-2.40247,-2.40247,-1.44897
1027,-1.42173,-2.40906,-2.40906,-1.42173
1028,-1.39531,-2.41562,-2.41562,-1.39531
1029,-1.36971,-2.42214,-2.42214,-1.36971
1030,-1.3449,-2.42859,-2.42859,-1.3449
1031,-1.32087,-2.43497,-2.43497,-1.32087
1032,-1.29759,-2.44126,-2.44126,-1.29759
1033,-1.27506,-2.44746,-2.44746,-1.27506
1034,-1.25326,-2.45354,-2.45354,-1.25326
1035,-1.23217,-2.45951,-2.45951,-1.23217
1036,-1.21178,-2.46536,-2.46536,-1.21178
1037,-1.19206,-2.47107,-2.47107,-1.19206
1038,-1.173,-2.47665,-2.47665,-1.173
1039,-1.15459,-2.48208,-2.48208,-1.15459
1040,-1.1368,-2.48737,-2.48737,-1.1368
1041,-1.11962,-2.49252,-2.49252,-1.11962
1042,-1.10304,-2.49751,-2.49751,-1.10304
1043,-1.08703,-2.50236,-2.50236,-1.08703
1044,-1.07157,-2.50705,-2.50705,-1.07157
1045,-1.05666,-2.51159,-2.51159,-1.05666
1046,-1.04228,-2.51599,-2.51599,-1.04228
1047,-1.0284,-2.52024,-2.52024,-1.0284
1048,-1.01501,-2.52434,-2.52434,-1.01501
1049,-1.00247,-2.5283,-2.5283,-1.00247
1050,-0.99399,-2.53206,-2.53206,-0.99399
1051,-0.987892,-2.53512,-2.53512,-0.987892
1052,-0.979575,-2.53747,-2.53747,-0.979575
1053,-0.965274,-2.53982,-2.53982,-0.965274
1054,-0.944629,-2.54306,-2.54306,-0.944629
1055,-0.915735,-2.54768,-2.54768,-0.915735
1056,-0.87571,-2.5542,-2.5542,-0.87571
1057,-0.820585,-2.56326,-2.56326,-0.820585
1058,-0.744992,-2.57571,-2.57571,-0.744992
1059,-0.641719,-2.59255,-2.59255,-0.641719
1060,-0.5012,-2.61483,-2.61483,-0.5012
1061,-0.310976,-2.64328,-2.64328,-0.310976
1062,-0.0552404,-2.67757,-2.67757,-0.0552404
1063,0.285534,-2.7153,-2.7153,0.285534
1064,0.735303,-2.75182,-2.75182,0.735303
1065,1.32432,-2.78194,-2.78194,1.32432
1066,2.08856,-2.80287,-2.80287,2.08856
1067,2.59635,-2.8153,-2.8153,2.59635
1068,2.81934,-2.82173,-2.82173,2.81934
1069,2.89773,-2.82489,-2.82489,2.89773
1070,2.90327,-2.82637,-2.82637,2.90327
1071,2.87262,-2.82701,-2.82701,2.87262
1072,2.8245,-2.82723,-2.82723,2.8245
1073,2.76845,-2.82723,-2.82723,2.76845
1074,2.70931,-2.82713,-2.82713,2.70931
1075,2.64952,-2.82696,-2.82696,2.64952
1076,2.59031,-2.82677,-2.82677,2.59031
1077,2.53228,-2.82656,-2.82656,2.53228
1078,2.4757,-2.82633,-2.82633,2.4757
1079,2.42068,-2.8261,-2.8261,2.42068
1080,2.36728,-2.82586,-2.82586,2.36728
1081,2.31546,-2.82562,-2.82562,2.31546
1082,2.26521,-2.82537,-2.82537,2.26521
1083,2.21649,-2.82512,-2.82512,2.21649
1084,2.16926,-2.82485,-2.82485,2.16926
1085,2.12348,-2.82459,-2.82459,2.12348
1086,2.07909,-2.82431,-2.82431,2.07909
1087,2.03607,-2.82404,-2.82404,2.03607
1088,1.99436,-2.82375,-2.82375,1.99436
1089,1.95392,-2.82346,-2.82346,1.95392
1090,1.91473,-2.82317,-2.82317,1.91473
1091,1.87673,-2.82286,-2.82286,1.87673
1092,1.8399,-2.82256,-2.82256,1.8399
1093,1.80419,-2.82224,-2.82224,1.80419
1094,1.76957,-2.82192,-2.82192,1.76957
1095,1.73601,-2.8216,-2.8216,1.73601
1096,1.70347,-2.82126,-2.82126,1.70347
1097,1.67193,-2.82093,-2.82093,1.67193
1098,1.64135,-2.82058,-2.82058,1.64135
1099,1.61171,-2.82024,-2.82024,1.61171
1100,1.58297,-2.81988,-2.81988,1.58297
1101,1.5551,-2.81953,-2.81953,1.5551
1102,1.52809,-2.81916,-2.81916,1.52809
1103,1.5019,-2.8188,-2.8188,1.5019
1104,1.4765,-2.81842,-2.81842,1.4765
1105,1.45188,-2.81805,-2.81805,1.45188
1106,1.42801,-2.81767,-2.81767,1.42801
1107,1.40487,-2.81729,-2.81729,1.40487
1108,1.38243,-2.8169,-2.8169,1.38243
1109,1.36068,-2.81651,-2.81651,1.36068
1110,1.33958,-2.81612,-2.81612,1.33958
1111,1.31913,-2.81572,-2.81572,1.31913
1112,1.2993,-2.81532,-2.81532,1.2993
1113,1.28007,-2.81493,-2.81493,1.28007
1114,1.26143,-2.81452,-2.81452,1.26143
